campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP05161,2025-04-06,2025-04-20,Influencer,144345,14252,3926,843,787.12,1860.51,1.36,14,1073.3899999999999,2.36,57.69,9.87,27.55,21.47,0.06,0.2,0.93,2025,4,April,2,Sunday
CAMP05162,2025-08-09,2025-08-19,Influencer,198491,18356,5665,1501,2688.05,6601.65,1.46,10,3913.5999999999995,2.46,59.28,9.25,30.86,26.5,0.15,0.47,1.79,2025,8,August,3,Saturday
CAMP05163,2025-08-26,2025-09-08,Display,149550,9632,4223,2509,2579.6,4872.72,0.89,13,2293.1200000000003,1.89,47.06,6.44,43.84,59.41,0.27,0.61,1.03,2025,8,August,3,Tuesday
CAMP05164,2025-04-04,2025-04-12,Influencer,212976,14780,6093,1597,266.83,423.21,0.59,8,156.38,1.59,36.95,6.94,41.22,26.21,0.02,0.04,0.17,2025,4,April,2,Friday
CAMP05165,2025-12-04,2025-12-17,Influencer,116925,6784,3047,869,665.53,1743.21,1.62,13,1077.68,2.62,61.82,5.8,44.91,28.52,0.1,0.22,0.77,2025,12,December,4,Thursday
CAMP05166,2025-09-26,2025-10-11,Social,13273,599,197,102,4756.92,8919.86,0.88,15,4162.9400000000005,1.88,46.67,4.51,32.89,51.78,7.94,24.15,46.64,2025,9,September,3,Friday
CAMP05167,2025-06-20,2025-07-03,Influencer,182472,7600,2632,940,4809.03,10200.13,1.12,13,5391.099999999999,2.12,52.85,4.17,34.63,35.71,0.63,1.83,5.12,2025,6,June,2,Friday
CAMP05168,2025-04-04,2025-04-14,Display,44708,4034,1098,270,4385.83,6725.62,0.53,10,2339.79,1.53,34.79,9.02,27.22,24.59,1.09,3.99,16.24,2025,4,April,2,Friday
CAMP05169,2025-05-29,2025-06-07,Social,37552,2324,899,224,2216.12,2510.94,0.13,9,294.82000000000016,1.13,11.74,6.19,38.68,24.92,0.95,2.47,9.89,2025,5,May,2,Thursday
CAMP05170,2025-04-22,2025-04-29,Influencer,187632,15779,2871,670,3005.41,3994.28,0.33,7,988.8700000000003,1.33,24.76,8.41,18.2,23.34,0.19,1.05,4.49,2025,4,April,2,Tuesday
CAMP05171,2025-02-24,2025-03-05,Social,293574,16518,4791,1304,4138.34,10040.58,1.43,9,5902.24,2.43,58.78,5.63,29.0,27.22,0.25,0.86,3.17,2025,2,February,1,Monday
CAMP05172,2025-12-03,2025-12-10,Display,164647,6196,2389,952,3413.11,5300.96,0.55,7,1887.85,1.55,35.61,3.76,38.56,39.85,0.55,1.43,3.59,2025,12,December,4,Wednesday
CAMP05173,2025-04-26,2025-05-05,Social,63433,1158,476,98,4486.15,5620.13,0.25,9,1133.9800000000005,1.25,20.18,1.83,41.11,20.59,3.87,9.42,45.78,2025,4,April,2,Saturday
CAMP05174,2025-05-23,2025-06-01,Display,48436,1895,377,93,1647.13,3762.14,1.28,9,2115.0099999999998,2.28,56.22,3.91,19.89,24.67,0.87,4.37,17.71,2025,5,May,2,Friday
CAMP05175,2025-07-20,2025-07-26,Search,188696,16833,2905,1635,3158.34,6177.72,0.96,6,3019.38,1.96,48.88,8.92,17.26,56.28,0.19,1.09,1.93,2025,7,July,3,Sunday
CAMP05176,2025-06-29,2025-07-12,Influencer,169010,12519,2696,1484,2878.49,3012.23,0.05,13,133.74000000000024,1.05,4.44,7.41,21.54,55.04,0.23,1.07,1.94,2025,6,June,2,Sunday
CAMP05177,2025-07-21,2025-08-01,Display,31358,2531,1184,631,4924.52,14683.25,1.98,11,9758.73,2.98,66.46,8.07,46.78,53.29,1.95,4.16,7.8,2025,7,July,3,Monday
CAMP05178,2025-12-30,2026-01-09,Influencer,144841,11530,1748,843,4402.58,7768.16,0.76,10,3365.58,1.76,43.33,7.96,15.16,48.23,0.38,2.52,5.22,2025,12,December,4,Tuesday
CAMP05179,2025-02-22,2025-03-03,Display,104819,2179,1048,486,909.44,2101.17,1.31,9,1191.73,2.31,56.72,2.08,48.1,46.37,0.42,0.87,1.87,2025,2,February,1,Saturday
CAMP05180,2025-06-29,2025-07-07,Email,78728,1912,952,295,388.57,1152.95,1.97,8,764.3800000000001,2.97,66.3,2.43,49.79,30.99,0.2,0.41,1.32,2025,6,June,2,Sunday
CAMP05181,2025-11-09,2025-11-21,Email,105502,4067,1681,561,2287.37,5190.43,1.27,12,2903.0600000000004,2.27,55.93,3.85,41.33,33.37,0.56,1.36,4.08,2025,11,November,4,Sunday
CAMP05182,2025-11-04,2025-11-10,Email,284429,10550,4263,1254,2773.03,4501.47,0.62,6,1728.44,1.62,38.4,3.71,40.41,29.42,0.26,0.65,2.21,2025,11,November,4,Tuesday
CAMP05183,2025-05-17,2025-05-29,Display,158359,2525,1215,719,3970.34,7847.98,0.98,12,3877.6399999999994,1.98,49.41,1.59,48.12,59.18,1.57,3.27,5.52,2025,5,May,2,Saturday
CAMP05184,2025-07-01,2025-07-06,Influencer,36347,865,187,84,882.66,1064.12,0.21,5,181.45999999999992,1.21,17.05,2.38,21.62,44.92,1.02,4.72,10.51,2025,7,July,3,Tuesday
CAMP05185,2025-01-01,2025-01-15,Email,242131,21080,3195,1873,4607.64,6167.23,0.34,14,1559.5899999999992,1.34,25.29,8.71,15.16,58.62,0.22,1.44,2.46,2025,1,January,1,Wednesday
CAMP05186,2025-02-13,2025-02-18,Influencer,269210,16964,7281,2247,2900.77,4708.8,0.62,5,1808.0300000000002,1.62,38.4,6.3,42.92,30.86,0.17,0.4,1.29,2025,2,February,1,Thursday
CAMP05187,2025-08-15,2025-08-22,Display,47779,1949,328,147,4229.46,4946.36,0.17,7,716.8999999999996,1.17,14.49,4.08,16.83,44.82,2.17,12.89,28.77,2025,8,August,3,Friday
CAMP05188,2025-11-27,2025-12-06,Influencer,232362,13333,1575,793,4198.74,5151.9,0.23,9,953.1599999999999,1.23,18.5,5.74,11.81,50.35,0.31,2.67,5.29,2025,11,November,4,Thursday
CAMP05189,2025-04-08,2025-04-18,Influencer,61112,2048,365,86,4764.14,12763.47,1.68,10,7999.329999999999,2.68,62.67,3.35,17.82,23.56,2.33,13.05,55.4,2025,4,April,2,Tuesday
CAMP05190,2025-07-27,2025-08-04,Email,118904,7436,2046,955,3327.8,4989.03,0.5,8,1661.2299999999996,1.5,33.3,6.25,27.51,46.68,0.45,1.63,3.48,2025,7,July,3,Sunday
CAMP05191,2025-09-22,2025-10-03,Social,115962,1938,577,154,3940.74,6482.95,0.65,11,2542.21,1.65,39.21,1.67,29.77,26.69,2.03,6.83,25.59,2025,9,September,3,Monday
CAMP05192,2025-10-15,2025-10-26,Search,195104,17801,2225,736,4120.58,5551.12,0.35,11,1430.54,1.35,25.77,9.12,12.5,33.08,0.23,1.85,5.6,2025,10,October,4,Wednesday
CAMP05193,2025-09-28,2025-10-04,Display,286849,9075,2517,1224,2393.77,4328.96,0.81,6,1935.19,1.81,44.7,3.16,27.74,48.63,0.26,0.95,1.96,2025,9,September,3,Sunday
CAMP05194,2025-05-20,2025-05-26,Display,243706,20402,6971,2621,2218.17,5313.81,1.4,6,3095.6400000000003,2.4,58.26,8.37,34.17,37.6,0.11,0.32,0.85,2025,5,May,2,Tuesday
CAMP05195,2025-08-25,2025-08-31,Display,47125,3270,1545,878,4738.42,13697.11,1.89,6,8958.69,2.89,65.41,6.94,47.25,56.83,1.45,3.07,5.4,2025,8,August,3,Monday
CAMP05196,2025-03-13,2025-03-19,Search,103226,5891,1124,333,428.16,889.53,1.08,6,461.36999999999995,2.08,51.87,5.71,19.08,29.63,0.07,0.38,1.29,2025,3,March,1,Thursday
CAMP05197,2025-06-04,2025-06-17,Social,50536,4734,872,228,4769.43,7633.25,0.6,13,2863.8199999999997,1.6,37.52,9.37,18.42,26.15,1.01,5.47,20.92,2025,6,June,2,Wednesday
CAMP05198,2025-07-09,2025-07-18,Influencer,190142,4584,1172,392,2934.57,5927.03,1.02,9,2992.4599999999996,2.02,50.49,2.41,25.57,33.45,0.64,2.5,7.49,2025,7,July,3,Wednesday
CAMP05199,2025-09-25,2025-10-10,Display,107643,2231,1100,594,1543.94,1938.14,0.26,15,394.20000000000005,1.26,20.34,2.07,49.31,54.0,0.69,1.4,2.6,2025,9,September,3,Thursday
CAMP05200,2025-11-17,2025-11-29,Influencer,251528,9801,2298,1238,2830.29,6663.28,1.35,12,3832.99,2.35,57.52,3.9,23.45,53.87,0.29,1.23,2.29,2025,11,November,4,Monday
CAMP05201,2025-04-17,2025-04-26,Email,29810,2525,296,102,3225.18,5343.92,0.66,9,2118.7400000000002,1.66,39.65,8.47,11.72,34.46,1.28,10.9,31.62,2025,4,April,2,Thursday
CAMP05202,2025-08-20,2025-09-04,Email,224322,2953,609,319,642.85,1857.65,1.89,15,1214.8000000000002,2.89,65.39,1.32,20.62,52.38,0.22,1.06,2.02,2025,8,August,3,Wednesday
CAMP05203,2025-02-11,2025-02-20,Email,130640,4121,1332,307,3382.63,7837.83,1.32,9,4455.2,2.32,56.84,3.15,32.32,23.05,0.82,2.54,11.02,2025,2,February,1,Tuesday
CAMP05204,2025-07-09,2025-07-14,Display,12388,597,158,32,4522.64,8829.43,0.95,5,4306.79,1.95,48.78,4.82,26.47,20.25,7.58,28.62,141.33,2025,7,July,3,Wednesday
CAMP05205,2025-05-19,2025-05-29,Search,96631,7166,2935,1602,4859.34,7100.26,0.46,10,2240.92,1.46,31.56,7.42,40.96,54.58,0.68,1.66,3.03,2025,5,May,2,Monday
CAMP05206,2025-04-13,2025-04-21,Display,266421,9841,3374,1854,3038.96,3597.75,0.18,8,558.79,1.18,15.53,3.69,34.29,54.95,0.31,0.9,1.64,2025,4,April,2,Sunday
CAMP05207,2025-06-20,2025-06-27,Email,215530,10847,3512,903,1702.52,2343.26,0.38,7,640.7400000000002,1.38,27.34,5.03,32.38,25.71,0.16,0.48,1.89,2025,6,June,2,Friday
CAMP05208,2025-12-17,2025-12-27,Email,161583,6514,1492,476,2861.02,6122.77,1.14,10,3261.7500000000005,2.14,53.27,4.03,22.9,31.9,0.44,1.92,6.01,2025,12,December,4,Wednesday
CAMP05209,2025-09-30,2025-10-06,Display,194684,3559,1141,616,113.95,232.37,1.04,6,118.42,2.04,50.96,1.83,32.06,53.99,0.03,0.1,0.18,2025,9,September,3,Tuesday
CAMP05210,2025-08-09,2025-08-21,Search,175296,13406,4641,1083,4604.27,4691.38,0.02,12,87.10999999999967,1.02,1.86,7.65,34.62,23.34,0.34,0.99,4.25,2025,8,August,3,Saturday
CAMP05211,2025-08-01,2025-08-06,Search,30394,1566,268,146,3944.73,9814.98,1.49,5,5870.25,2.49,59.81,5.15,17.11,54.48,2.52,14.72,27.02,2025,8,August,3,Friday
CAMP05212,2025-12-07,2025-12-20,Influencer,229751,19098,7531,3237,915.55,989.06,0.08,13,73.50999999999999,1.08,7.43,8.31,39.43,42.98,0.05,0.12,0.28,2025,12,December,4,Sunday
CAMP05213,2025-02-25,2025-03-09,Social,58269,4225,1086,502,3085.9,3567.41,0.16,12,481.50999999999976,1.16,13.5,7.25,25.7,46.22,0.73,2.84,6.15,2025,2,February,1,Tuesday
CAMP05214,2025-12-08,2025-12-13,Email,195531,2972,1179,516,200.95,487.06,1.42,5,286.11,2.42,58.74,1.52,39.67,43.77,0.07,0.17,0.39,2025,12,December,4,Monday
CAMP05215,2025-04-12,2025-04-26,Search,72975,4014,686,297,1158.6,2655.75,1.29,14,1497.15,2.29,56.37,5.5,17.09,43.29,0.29,1.69,3.9,2025,4,April,2,Saturday
CAMP05216,2025-07-11,2025-07-24,Email,229571,22768,8255,2262,933.06,1335.07,0.43,13,402.01,1.43,30.11,9.92,36.26,27.4,0.04,0.11,0.41,2025,7,July,3,Friday
CAMP05217,2025-11-06,2025-11-12,Social,277163,10451,1157,340,865.13,2011.99,1.33,6,1146.8600000000001,2.33,57.0,3.77,11.07,29.39,0.08,0.75,2.54,2025,11,November,4,Thursday
CAMP05218,2025-07-19,2025-07-26,Email,289614,15745,2575,1112,2805.3,2911.74,0.04,7,106.4399999999996,1.04,3.66,5.44,16.35,43.18,0.18,1.09,2.52,2025,7,July,3,Saturday
CAMP05219,2025-08-21,2025-08-27,Search,135752,9323,4255,1534,4825.69,7509.61,0.56,6,2683.92,1.56,35.74,6.87,45.64,36.05,0.52,1.13,3.15,2025,8,August,3,Thursday
CAMP05220,2025-08-15,2025-08-27,Influencer,113369,3197,909,378,738.65,1860.73,1.52,12,1122.08,2.52,60.3,2.82,28.43,41.58,0.23,0.81,1.95,2025,8,August,3,Friday
CAMP05221,2025-05-19,2025-05-25,Display,115803,8479,2570,774,4376.8,8532.17,0.95,6,4155.37,1.95,48.7,7.32,30.31,30.12,0.52,1.7,5.65,2025,5,May,2,Monday
CAMP05222,2025-12-10,2025-12-24,Display,227957,15815,7322,2822,503.06,1363.88,1.71,14,860.8200000000002,2.71,63.12,6.94,46.3,38.54,0.03,0.07,0.18,2025,12,December,4,Wednesday
CAMP05223,2025-11-01,2025-11-07,Search,209999,9186,2700,694,505.93,651.28,0.29,6,145.34999999999997,1.29,22.32,4.37,29.39,25.7,0.06,0.19,0.73,2025,11,November,4,Saturday
CAMP05224,2025-05-29,2025-06-03,Search,165730,5899,2134,459,3177.58,8659.77,1.73,5,5482.1900000000005,2.73,63.31,3.56,36.18,21.51,0.54,1.49,6.92,2025,5,May,2,Thursday
CAMP05225,2025-04-25,2025-05-06,Social,78905,7316,1381,801,2915.08,5749.47,0.97,11,2834.3900000000003,1.97,49.3,9.27,18.88,58.0,0.4,2.11,3.64,2025,4,April,2,Friday
CAMP05226,2025-03-04,2025-03-10,Email,279072,5981,793,387,1786.72,2149.35,0.2,6,362.6299999999999,1.2,16.87,2.14,13.26,48.8,0.3,2.25,4.62,2025,3,March,1,Tuesday
CAMP05227,2025-04-14,2025-04-28,Social,244053,11929,2878,1148,2713.6,2966.64,0.09,14,253.03999999999996,1.09,8.53,4.89,24.13,39.89,0.23,0.94,2.36,2025,4,April,2,Monday
CAMP05228,2025-12-05,2025-12-14,Display,56243,4444,1864,783,3799.09,3808.94,0.0,9,9.849999999999909,1.0,0.26,7.9,41.94,42.01,0.85,2.04,4.85,2025,12,December,4,Friday
CAMP05229,2025-12-25,2026-01-03,Email,126118,2942,820,331,3889.14,8844.27,1.27,9,4955.130000000001,2.27,56.03,2.33,27.87,40.37,1.32,4.74,11.75,2025,12,December,4,Thursday
CAMP05230,2025-06-05,2025-06-12,Social,183884,17278,2889,1616,158.73,229.23,0.44,7,70.5,1.44,30.76,9.4,16.72,55.94,0.01,0.05,0.1,2025,6,June,2,Thursday
CAMP05231,2025-09-30,2025-10-07,Display,135218,7756,2466,1256,482.61,623.49,0.29,7,140.88,1.29,22.6,5.74,31.79,50.93,0.06,0.2,0.38,2025,9,September,3,Tuesday
CAMP05232,2025-01-06,2025-01-13,Email,240702,13342,2742,905,116.81,257.31,1.2,7,140.5,2.2,54.6,5.54,20.55,33.01,0.01,0.04,0.13,2025,1,January,1,Monday
CAMP05233,2025-05-27,2025-06-06,Influencer,160663,7741,3705,1064,176.64,321.18,0.82,10,144.54000000000002,1.82,45.0,4.82,47.86,28.72,0.02,0.05,0.17,2025,5,May,2,Tuesday
CAMP05234,2025-07-03,2025-07-11,Influencer,243404,21436,7094,1607,4214.23,8002.88,0.9,8,3788.6500000000005,1.9,47.34,8.81,33.09,22.65,0.2,0.59,2.62,2025,7,July,3,Thursday
CAMP05235,2025-01-28,2025-02-04,Social,12721,1213,598,154,509.41,645.95,0.27,7,136.54000000000002,1.27,21.14,9.54,49.3,25.75,0.42,0.85,3.31,2025,1,January,1,Tuesday
CAMP05236,2025-02-07,2025-02-13,Search,162224,7171,840,332,3583.93,5398.93,0.51,6,1815.0000000000005,1.51,33.62,4.42,11.71,39.52,0.5,4.27,10.79,2025,2,February,1,Friday
CAMP05237,2025-04-29,2025-05-06,Email,185529,10911,1141,320,4902.16,5872.91,0.2,7,970.75,1.2,16.53,5.88,10.46,28.05,0.45,4.3,15.32,2025,4,April,2,Tuesday
CAMP05238,2025-10-20,2025-10-28,Social,207420,7962,2315,752,4122.46,6884.23,0.67,8,2761.7699999999995,1.67,40.12,3.84,29.08,32.48,0.52,1.78,5.48,2025,10,October,4,Monday
CAMP05239,2025-09-01,2025-09-11,Search,287984,12418,5523,1399,425.34,687.87,0.62,10,262.53000000000003,1.62,38.17,4.31,44.48,25.33,0.03,0.08,0.3,2025,9,September,3,Monday
CAMP05240,2025-03-09,2025-03-17,Search,137280,1722,533,303,4480.01,11447.62,1.56,8,6967.610000000001,2.56,60.87,1.25,30.95,56.85,2.6,8.41,14.79,2025,3,March,1,Sunday
CAMP05241,2025-08-02,2025-08-14,Email,220695,17817,8026,1713,4795.02,14257.86,1.97,12,9462.84,2.97,66.37,8.07,45.05,21.34,0.27,0.6,2.8,2025,8,August,3,Saturday
CAMP05242,2025-08-06,2025-08-13,Email,6971,677,103,35,3561.23,10677.88,2.0,7,7116.65,3.0,66.65,9.71,15.21,33.98,5.26,34.58,101.75,2025,8,August,3,Wednesday
CAMP05243,2025-06-26,2025-07-03,Search,34795,2757,1046,317,3119.92,5528.15,0.77,7,2408.2299999999996,1.77,43.56,7.92,37.94,30.31,1.13,2.98,9.84,2025,6,June,2,Thursday
CAMP05244,2025-10-26,2025-11-02,Display,137055,7762,2824,574,3048.8,7884.8,1.59,7,4836.0,2.59,61.33,5.66,36.38,20.33,0.39,1.08,5.31,2025,10,October,4,Sunday
CAMP05245,2025-06-13,2025-06-25,Social,147574,12466,3964,2265,4119.24,6418.81,0.56,12,2299.5700000000006,1.56,35.83,8.45,31.8,57.14,0.33,1.04,1.82,2025,6,June,2,Friday
CAMP05246,2025-02-27,2025-03-07,Email,114267,9965,2611,849,2811.91,3616.21,0.29,8,804.3000000000002,1.29,22.24,8.72,26.2,32.52,0.28,1.08,3.31,2025,2,February,1,Thursday
CAMP05247,2025-09-26,2025-10-01,Search,265371,15658,5618,2252,1735.51,3956.8,1.28,5,2221.29,2.28,56.14,5.9,35.88,40.09,0.11,0.31,0.77,2025,9,September,3,Friday
CAMP05248,2025-11-04,2025-11-10,Display,203735,19221,6151,2663,4855.13,9485.94,0.95,6,4630.81,1.95,48.82,9.43,32.0,43.29,0.25,0.79,1.82,2025,11,November,4,Tuesday
CAMP05249,2025-02-27,2025-03-13,Influencer,221631,2818,589,261,337.44,738.11,1.19,14,400.67,2.19,54.28,1.27,20.9,44.31,0.12,0.57,1.29,2025,2,February,1,Thursday
CAMP05250,2025-10-15,2025-10-21,Search,169400,1847,261,100,3360.21,5821.9,0.73,6,2461.6899999999996,1.73,42.28,1.09,14.13,38.31,1.82,12.87,33.6,2025,10,October,4,Wednesday
CAMP05251,2025-04-15,2025-04-22,Display,47769,827,210,91,2969.57,4763.5,0.6,7,1793.9299999999998,1.6,37.66,1.73,25.39,43.33,3.59,14.14,32.63,2025,4,April,2,Tuesday
CAMP05252,2025-08-16,2025-08-26,Influencer,57084,868,264,132,3231.83,9228.75,1.86,10,5996.92,2.86,64.98,1.52,30.41,50.0,3.72,12.24,24.48,2025,8,August,3,Saturday
CAMP05253,2025-09-04,2025-09-16,Display,46250,2229,676,392,3246.81,8983.99,1.77,12,5737.18,2.77,63.86,4.82,30.33,57.99,1.46,4.8,8.28,2025,9,September,3,Thursday
CAMP05254,2025-07-07,2025-07-12,Email,236285,22359,6042,2796,705.29,879.9,0.25,5,174.61,1.25,19.84,9.46,27.02,46.28,0.03,0.12,0.25,2025,7,July,3,Monday
CAMP05255,2025-03-24,2025-04-06,Search,183939,13017,3006,1156,754.21,1738.17,1.3,13,983.96,2.3,56.61,7.08,23.09,38.46,0.06,0.25,0.65,2025,3,March,1,Monday
CAMP05256,2025-07-05,2025-07-10,Influencer,186652,12944,3109,1174,430.12,737.96,0.72,5,307.84000000000003,1.72,41.71,6.93,24.02,37.76,0.03,0.14,0.37,2025,7,July,3,Saturday
CAMP05257,2025-09-09,2025-09-23,Display,153403,6847,1412,683,4698.08,10030.68,1.14,14,5332.6,2.14,53.16,4.46,20.62,48.37,0.69,3.33,6.88,2025,9,September,3,Tuesday
CAMP05258,2025-12-21,2025-12-27,Influencer,13572,787,261,117,3088.53,4368.4,0.41,6,1279.8699999999994,1.41,29.3,5.8,33.16,44.83,3.92,11.83,26.4,2025,12,December,4,Sunday
CAMP05259,2025-08-26,2025-09-02,Social,277040,10354,4555,1676,477.84,1169.42,1.45,7,691.5800000000002,2.45,59.14,3.74,43.99,36.79,0.05,0.1,0.29,2025,8,August,3,Tuesday
CAMP05260,2025-12-26,2026-01-06,Search,38077,2155,973,325,2224.92,3603.49,0.62,11,1378.5699999999997,1.62,38.26,5.66,45.15,33.4,1.03,2.29,6.85,2025,12,December,4,Friday
CAMP05261,2025-07-03,2025-07-16,Email,221406,17092,8503,5078,1860.68,4423.0,1.38,13,2562.3199999999997,2.38,57.93,7.72,49.75,59.72,0.11,0.22,0.37,2025,7,July,3,Thursday
CAMP05262,2025-10-11,2025-10-18,Influencer,240944,14524,1968,997,826.2,1062.84,0.29,7,236.63999999999987,1.29,22.26,6.03,13.55,50.66,0.06,0.42,0.83,2025,10,October,4,Saturday
CAMP05263,2025-07-29,2025-08-10,Display,121961,5817,1080,305,4127.89,5231.64,0.27,12,1103.75,1.27,21.1,4.77,18.57,28.24,0.71,3.82,13.53,2025,7,July,3,Tuesday
CAMP05264,2025-10-31,2025-11-13,Influencer,146336,12591,4936,1564,3900.47,6612.73,0.7,13,2712.2599999999998,1.7,41.02,8.6,39.2,31.69,0.31,0.79,2.49,2025,10,October,4,Friday
CAMP05265,2025-10-23,2025-11-06,Display,21049,755,270,150,2373.97,7108.54,1.99,14,4734.57,2.99,66.6,3.59,35.76,55.56,3.14,8.79,15.83,2025,10,October,4,Thursday
CAMP05266,2025-04-07,2025-04-18,Influencer,213236,11372,1746,810,2660.09,7241.0,1.72,11,4580.91,2.72,63.26,5.33,15.35,46.39,0.23,1.52,3.28,2025,4,April,2,Monday
CAMP05267,2025-07-27,2025-08-04,Email,34236,3356,1182,383,2238.51,5017.71,1.24,8,2779.2,2.24,55.39,9.8,35.22,32.4,0.67,1.89,5.84,2025,7,July,3,Sunday
CAMP05268,2025-05-17,2025-05-25,Email,250551,24318,6385,2207,2800.0,4529.53,0.62,8,1729.5299999999997,1.62,38.18,9.71,26.26,34.57,0.12,0.44,1.27,2025,5,May,2,Saturday
CAMP05269,2025-07-03,2025-07-11,Search,244173,2579,1244,437,3689.56,4900.05,0.33,8,1210.4900000000002,1.33,24.7,1.06,48.24,35.13,1.43,2.97,8.44,2025,7,July,3,Thursday
CAMP05270,2025-03-17,2025-03-27,Email,247863,14351,6344,1741,4392.25,10927.14,1.49,10,6534.889999999999,2.49,59.8,5.79,44.21,27.44,0.31,0.69,2.52,2025,3,March,1,Monday
CAMP05271,2025-10-14,2025-10-22,Influencer,162079,6535,844,341,3002.37,4228.17,0.41,8,1225.8000000000002,1.41,28.99,4.03,12.92,40.4,0.46,3.56,8.8,2025,10,October,4,Tuesday
CAMP05272,2025-05-22,2025-05-31,Influencer,277286,10040,1365,691,716.41,1305.91,0.82,9,589.5000000000001,1.82,45.14,3.62,13.6,50.62,0.07,0.52,1.04,2025,5,May,2,Thursday
CAMP05273,2025-08-25,2025-09-07,Email,33498,2132,568,241,3883.07,7992.87,1.06,13,4109.799999999999,2.06,51.42,6.36,26.64,42.43,1.82,6.84,16.11,2025,8,August,3,Monday
CAMP05274,2025-01-25,2025-02-05,Social,169298,8493,877,405,1924.17,2280.32,0.19,11,356.1500000000001,1.19,15.62,5.02,10.33,46.18,0.23,2.19,4.75,2025,1,January,1,Saturday
CAMP05275,2025-10-17,2025-10-29,Influencer,45348,3444,474,207,3186.4,8153.22,1.56,12,4966.82,2.56,60.92,7.59,13.76,43.67,0.93,6.72,15.39,2025,10,October,4,Friday
CAMP05276,2025-03-08,2025-03-17,Search,294668,3666,1734,387,1073.09,3093.24,1.88,9,2020.1499999999999,2.88,65.31,1.24,47.3,22.32,0.29,0.62,2.77,2025,3,March,1,Saturday
CAMP05277,2025-09-07,2025-09-16,Social,185561,17335,7228,1989,900.71,1164.93,0.29,9,264.22,1.29,22.68,9.34,41.7,27.52,0.05,0.12,0.45,2025,9,September,3,Sunday
CAMP05278,2025-04-28,2025-05-13,Email,151370,9246,3412,1160,358.1,979.45,1.74,15,621.35,2.74,63.44,6.11,36.9,34.0,0.04,0.1,0.31,2025,4,April,2,Monday
CAMP05279,2025-03-14,2025-03-25,Display,148207,10606,4582,2546,1640.83,3231.49,0.97,11,1590.6599999999999,1.97,49.22,7.16,43.2,55.57,0.15,0.36,0.64,2025,3,March,1,Friday
CAMP05280,2025-10-09,2025-10-24,Influencer,125138,8060,1612,547,3026.0,3847.76,0.27,15,821.7600000000002,1.27,21.36,6.44,20.0,33.93,0.38,1.88,5.53,2025,10,October,4,Thursday
CAMP05281,2025-12-26,2026-01-07,Display,77916,7715,3010,995,1662.0,3682.36,1.22,12,2020.3600000000001,2.22,54.87,9.9,39.01,33.06,0.22,0.55,1.67,2025,12,December,4,Friday
CAMP05282,2025-01-10,2025-01-23,Search,41788,4127,1428,331,1280.31,3662.34,1.86,13,2382.03,2.86,65.04,9.88,34.6,23.18,0.31,0.9,3.87,2025,1,January,1,Friday
CAMP05283,2025-07-30,2025-08-05,Social,160992,10446,4590,2702,4974.84,14500.55,1.91,6,9525.71,2.91,65.69,6.49,43.94,58.87,0.48,1.08,1.84,2025,7,July,3,Wednesday
CAMP05284,2025-11-19,2025-11-26,Display,67015,4795,1021,522,4994.32,12183.85,1.44,7,7189.530000000001,2.44,59.01,7.16,21.29,51.13,1.04,4.89,9.57,2025,11,November,4,Wednesday
CAMP05285,2025-06-01,2025-06-07,Search,141715,9306,3773,1910,3064.24,6089.1,0.99,6,3024.8600000000006,1.99,49.68,6.57,40.54,50.62,0.33,0.81,1.6,2025,6,June,2,Sunday
CAMP05286,2025-01-05,2025-01-19,Display,55094,2091,922,325,1685.6,2314.95,0.37,14,629.3499999999999,1.37,27.19,3.8,44.09,35.25,0.81,1.83,5.19,2025,1,January,1,Sunday
CAMP05287,2025-07-14,2025-07-25,Display,152801,4176,1334,308,4321.98,9507.81,1.2,11,5185.83,2.2,54.54,2.73,31.94,23.09,1.03,3.24,14.03,2025,7,July,3,Monday
CAMP05288,2025-10-10,2025-10-16,Search,58046,2684,712,217,3710.27,8261.96,1.23,6,4551.689999999999,2.23,55.09,4.62,26.53,30.48,1.38,5.21,17.1,2025,10,October,4,Friday
CAMP05289,2025-04-23,2025-04-29,Influencer,197111,14083,6752,3653,3118.1,3810.86,0.22,6,692.7600000000002,1.22,18.18,7.14,47.94,54.1,0.22,0.46,0.85,2025,4,April,2,Wednesday
CAMP05290,2025-09-28,2025-10-04,Display,16804,252,42,11,4550.45,6860.06,0.51,6,2309.6100000000006,1.51,33.67,1.5,16.67,26.19,18.06,108.34,413.68,2025,9,September,3,Sunday
CAMP05291,2025-06-12,2025-06-20,Search,193939,10916,1249,696,2282.03,3684.73,0.61,8,1402.6999999999998,1.61,38.07,5.63,11.44,55.72,0.21,1.83,3.28,2025,6,June,2,Thursday
CAMP05292,2025-04-15,2025-04-20,Display,148004,6920,1187,491,1351.74,3675.73,1.72,5,2323.99,2.72,63.23,4.68,17.15,41.36,0.2,1.14,2.75,2025,4,April,2,Tuesday
CAMP05293,2025-06-30,2025-07-06,Influencer,185482,10660,3980,1933,4838.52,10484.57,1.17,6,5646.049999999999,2.17,53.85,5.75,37.34,48.57,0.45,1.22,2.5,2025,6,June,2,Monday
